code,date,stock_at,plenty_time,last_state_time,last_state,time_interval,hour,demand_rate
11803011,2020-04-21,2020-04-21 08:54:00,2020-04-21 09:00:00,2020-04-21 17:40:00,few,0 days 08:40:00.000000000,8.666666666666666,31.153846153846157
11803011,2020-04-22,2020-04-22 09:06:00,2020-04-22 09:15:00,2020-04-22 09:25:00,some,0 days 00:10:00.000000000,0.16666666666666666,1200.0
11803011,2020-04-23,2020-04-23 08:59:00,2020-04-23 09:05:00,2020-04-23 14:45:00,some,0 days 05:40:00.000000000,5.666666666666667,35.29411764705882
11803011,2020-04-24,2020-04-24 09:03:00,2020-04-24 09:10:00,2020-04-24 09:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11803011,2020-04-29,2020-04-29 09:11:00,2020-04-29 09:20:00,2020-04-29 12:05:00,some,0 days 02:45:00.000000000,2.75,72.72727272727273
11803011,2020-05-01,2020-05-01 08:59:00,2020-05-01 09:05:00,2020-05-01 10:15:00,some,0 days 01:10:00.000000000,1.1666666666666667,171.42857142857142
11803011,2020-05-07,2020-05-07 09:11:00,2020-05-07 09:20:00,2020-05-07 12:05:00,some,0 days 02:45:00.000000000,2.75,72.72727272727273
11803011,2020-05-08,2020-05-08 09:01:00,2020-05-08 09:10:00,2020-05-08 15:30:00,some,0 days 06:20:00.000000000,6.333333333333333,31.578947368421055
11803011,2020-05-11,2020-05-11 08:54:00,2020-05-11 09:00:00,2020-05-11 18:20:00,empty,0 days 09:20:00.000000000,9.333333333333334,32.14285714285714
11803126,2020-04-01,2020-04-01 09:22:00,2020-04-01 09:30:00,2020-04-01 18:30:00,some,0 days 09:00:00.000000000,9.0,22.22222222222222
11803126,2020-04-02,2020-04-02 09:23:00,2020-04-02 09:30:00,2020-04-02 18:05:00,empty,0 days 08:35:00.000000000,8.583333333333334,34.95145631067961
11803126,2020-04-03,2020-04-03 09:24:00,2020-04-03 09:30:00,2020-04-03 13:50:00,empty,0 days 04:20:00.000000000,4.333333333333333,69.23076923076924
11803126,2020-04-06,2020-04-06 09:22:00,2020-04-06 09:30:00,2020-04-06 12:20:00,empty,0 days 02:50:00.000000000,2.8333333333333335,105.88235294117646
11803126,2020-04-07,2020-04-07 09:25:00,2020-04-07 09:35:00,2020-04-07 10:55:00,empty,0 days 01:20:00.000000000,1.3333333333333333,225.0
11803126,2020-04-09,2020-04-09 09:17:00,2020-04-09 09:25:00,2020-04-09 13:45:00,empty,0 days 04:20:00.000000000,4.333333333333333,69.23076923076924
11803126,2020-04-10,2020-04-10 09:18:00,2020-04-10 09:25:00,2020-04-10 17:55:00,empty,0 days 08:30:00.000000000,8.5,35.294117647058826
11803126,2020-04-13,2020-04-13 09:14:00,2020-04-13 09:20:00,2020-04-13 16:55:00,empty,0 days 07:35:00.000000000,7.583333333333333,39.56043956043956
11803126,2020-04-14,2020-04-14 09:17:00,2020-04-14 09:25:00,2020-04-14 16:15:00,empty,0 days 06:50:00.000000000,6.833333333333333,43.90243902439025
11803126,2020-04-16,2020-04-16 08:54:00,2020-04-16 09:00:00,2020-04-16 19:20:00,empty,0 days 10:20:00.000000000,10.333333333333334,29.032258064516128
11803126,2020-04-17,2020-04-17 08:53:00,2020-04-17 09:00:00,2020-04-17 18:05:00,few,0 days 09:05:00.000000000,9.083333333333334,29.724770642201833
11803126,2020-04-20,2020-04-20 08:31:00,2020-04-20 08:40:00,2020-04-20 17:25:00,empty,0 days 08:45:00.000000000,8.75,34.285714285714285
11803126,2020-04-21,2020-04-21 08:34:00,2020-04-21 08:40:00,2020-04-21 17:55:00,empty,0 days 09:15:00.000000000,9.25,32.432432432432435
11803126,2020-04-22,2020-04-22 08:34:00,2020-04-22 08:40:00,2020-04-22 19:45:00,empty,0 days 11:05:00.000000000,11.083333333333334,27.06766917293233
11803126,2020-04-23,2020-04-23 08:41:00,2020-04-23 08:50:00,2020-04-23 19:35:00,empty,0 days 10:45:00.000000000,10.75,27.906976744186046
11803126,2020-04-24,2020-04-24 08:31:00,2020-04-24 08:40:00,2020-04-24 17:45:00,empty,0 days 09:05:00.000000000,9.083333333333334,33.027522935779814
11803126,2020-04-27,2020-04-27 08:09:00,2020-04-27 08:10:00,2020-04-27 13:45:00,few,0 days 05:35:00.000000000,5.583333333333333,48.35820895522388
11803126,2020-04-28,2020-04-28 08:39:00,2020-04-28 08:50:00,2020-04-28 13:10:00,empty,0 days 04:20:00.000000000,4.333333333333333,69.23076923076924
11803126,2020-04-29,2020-04-29 08:32:00,2020-04-29 08:40:00,2020-04-29 13:30:00,empty,0 days 04:50:00.000000000,4.833333333333333,62.06896551724138
11803126,2020-05-01,2020-05-01 08:34:00,2020-05-01 08:40:00,2020-05-01 18:40:00,few,0 days 10:00:00.000000000,10.0,27.0
11803126,2020-05-04,2020-05-04 08:29:00,2020-05-04 08:35:00,2020-05-04 17:50:00,few,0 days 09:15:00.000000000,9.25,29.18918918918919
11803126,2020-05-06,2020-05-06 08:26:00,2020-05-06 08:35:00,2020-05-06 15:55:00,empty,0 days 07:20:00.000000000,7.333333333333333,40.909090909090914
11803126,2020-05-07,2020-05-07 08:06:00,2020-05-07 08:15:00,2020-05-07 18:35:00,empty,0 days 10:20:00.000000000,10.333333333333334,29.032258064516128
11803126,2020-05-08,2020-05-08 08:39:00,2020-05-08 08:45:00,2020-05-08 15:10:00,few,0 days 06:25:00.000000000,6.416666666666667,42.077922077922075
11803126,2020-05-11,2020-05-11 08:28:00,2020-05-11 08:35:00,2020-05-11 13:55:00,empty,0 days 05:20:00.000000000,5.333333333333333,56.25
11803657,2020-04-01,2020-04-01 13:19:00,2020-04-01 13:25:00,2020-04-01 19:55:00,empty,0 days 06:30:00.000000000,6.5,46.15384615384615
11803657,2020-04-02,2020-04-02 12:36:00,2020-04-02 12:45:00,2020-04-02 20:00:00,empty,0 days 07:15:00.000000000,7.25,41.37931034482759
11803657,2020-04-03,2020-04-03 11:54:00,2020-04-03 12:00:00,2020-04-03 20:15:00,empty,0 days 08:15:00.000000000,8.25,36.36363636363637
11803657,2020-04-06,2020-04-06 13:22:00,2020-04-06 13:30:00,2020-04-06 20:10:00,empty,0 days 06:40:00.000000000,6.666666666666667,45.0
11803657,2020-04-07,2020-04-07 10:19:00,2020-04-07 10:25:00,2020-04-07 20:45:00,empty,0 days 10:20:00.000000000,10.333333333333334,29.032258064516128
11803657,2020-04-08,2020-04-08 12:06:00,2020-04-08 12:15:00,2020-04-08 20:35:00,empty,0 days 08:20:00.000000000,8.333333333333334,36.0
11803657,2020-04-09,2020-04-09 08:34:00,2020-04-09 08:40:00,2020-04-09 19:25:00,empty,0 days 10:45:00.000000000,10.75,27.906976744186046
11803657,2020-04-10,2020-04-10 11:35:00,2020-04-10 12:45:00,2020-04-10 20:00:00,empty,0 days 07:15:00.000000000,7.25,41.37931034482759
11803657,2020-04-13,2020-04-13 10:22:00,2020-04-13 11:10:00,2020-04-13 20:05:00,empty,0 days 08:55:00.000000000,8.916666666666666,33.64485981308412
11803657,2020-04-14,2020-04-14 09:27:00,2020-04-14 11:20:00,2020-04-14 20:20:00,empty,0 days 09:00:00.000000000,9.0,33.333333333333336
11803657,2020-04-16,2020-04-16 10:43:00,2020-04-16 11:55:00,2020-04-16 20:00:00,empty,0 days 08:05:00.000000000,8.083333333333334,37.113402061855666
11803657,2020-04-17,2020-04-17 09:40:00,2020-04-17 09:50:00,2020-04-17 20:15:00,empty,0 days 10:25:00.000000000,10.416666666666666,28.8
11803657,2020-04-20,2020-04-20 09:56:00,2020-04-20 10:05:00,2020-04-20 19:55:00,empty,0 days 09:50:00.000000000,9.833333333333334,30.508474576271183
11803657,2020-04-21,2020-04-21 08:41:00,2020-04-21 08:50:00,2020-04-21 20:15:00,empty,0 days 11:25:00.000000000,11.416666666666666,26.277372262773724
11803657,2020-04-22,2020-04-22 09:14:00,2020-04-22 09:20:00,2020-04-22 20:05:00,empty,0 days 10:45:00.000000000,10.75,27.906976744186046
11803657,2020-04-24,2020-04-24 09:05:00,2020-04-24 09:15:00,2020-04-24 20:10:00,empty,0 days 10:55:00.000000000,10.916666666666666,27.480916030534353
11803657,2020-04-27,2020-04-27 08:53:00,2020-04-27 09:00:00,2020-04-27 20:00:00,empty,0 days 11:00:00.000000000,11.0,27.272727272727273
11803657,2020-04-28,2020-04-28 09:12:00,2020-04-28 09:20:00,2020-04-28 20:10:00,empty,0 days 10:50:00.000000000,10.833333333333334,27.69230769230769
11803657,2020-04-29,2020-04-29 08:34:00,2020-04-29 08:40:00,2020-04-29 19:50:00,empty,0 days 11:10:00.000000000,11.166666666666666,26.865671641791046
11803657,2020-05-01,2020-05-01 10:21:00,2020-05-01 10:30:00,2020-05-01 19:45:00,empty,0 days 09:15:00.000000000,9.25,32.432432432432435
11803657,2020-05-04,2020-05-04 09:02:00,2020-05-04 09:10:00,2020-05-04 19:10:00,empty,0 days 10:00:00.000000000,10.0,30.0
11803657,2020-05-05,2020-05-05 09:35:00,2020-05-05 09:45:00,2020-05-05 18:45:00,empty,0 days 09:00:00.000000000,9.0,33.333333333333336
11803657,2020-05-06,2020-05-06 08:41:00,2020-05-06 08:50:00,2020-05-06 20:15:00,empty,0 days 11:25:00.000000000,11.416666666666666,26.277372262773724
11803657,2020-05-07,2020-05-07 08:21:00,2020-05-07 08:30:00,2020-05-07 20:05:00,empty,0 days 11:35:00.000000000,11.583333333333334,25.899280575539567
11803657,2020-05-08,2020-05-08 08:31:00,2020-05-08 08:40:00,2020-05-08 20:00:00,empty,0 days 11:20:00.000000000,11.333333333333334,26.470588235294116
11803657,2020-05-11,2020-05-11 08:50:00,2020-05-11 09:00:00,2020-05-11 20:25:00,empty,0 days 11:25:00.000000000,11.416666666666666,26.277372262773724
11808390,2020-04-01,2020-04-01 08:48:00,2020-04-01 08:55:00,2020-04-01 13:10:00,empty,0 days 04:15:00.000000000,4.25,70.58823529411765
11808390,2020-04-02,2020-04-02 08:48:00,2020-04-02 08:55:00,2020-04-02 17:40:00,empty,0 days 08:45:00.000000000,8.75,34.285714285714285
11808390,2020-04-03,2020-04-03 08:49:00,2020-04-03 08:55:00,2020-04-03 19:35:00,empty,0 days 10:40:00.000000000,10.666666666666666,28.125
11808390,2020-04-06,2020-04-06 08:49:00,2020-04-06 08:55:00,2020-04-06 16:45:00,empty,0 days 07:50:00.000000000,7.833333333333333,38.297872340425535
11808390,2020-04-07,2020-04-07 08:50:00,2020-04-07 09:00:00,2020-04-07 16:20:00,empty,0 days 07:20:00.000000000,7.333333333333333,40.909090909090914
11808390,2020-04-08,2020-04-08 08:52:00,2020-04-08 09:00:00,2020-04-08 17:35:00,empty,0 days 08:35:00.000000000,8.583333333333334,34.95145631067961
11808390,2020-04-09,2020-04-09 08:50:00,2020-04-09 09:00:00,2020-04-09 18:25:00,empty,0 days 09:25:00.000000000,9.416666666666666,31.85840707964602
11808390,2020-04-10,2020-04-10 08:48:00,2020-04-10 08:55:00,2020-04-10 17:40:00,empty,0 days 08:45:00.000000000,8.75,34.285714285714285
11808390,2020-04-13,2020-04-13 08:54:00,2020-04-13 09:00:00,2020-04-13 18:25:00,empty,0 days 09:25:00.000000000,9.416666666666666,31.85840707964602
11808390,2020-04-14,2020-04-14 08:51:00,2020-04-14 09:00:00,2020-04-14 20:55:00,empty,0 days 11:55:00.000000000,11.916666666666666,25.174825174825177
11808390,2020-04-16,2020-04-15 08:49:00,2020-04-16 00:00:00,2020-04-16 18:55:00,some,0 days 18:55:00.000000000,18.916666666666668,10.572687224669602
11808390,2020-04-17,2020-04-17 08:46:00,2020-04-17 08:55:00,2020-04-17 19:20:00,some,0 days 10:25:00.000000000,10.416666666666666,19.200000000000003
11808390,2020-04-20,2020-04-20 08:44:00,2020-04-20 08:50:00,2020-04-20 19:20:00,empty,0 days 10:30:00.000000000,10.5,28.571428571428573
11808390,2020-04-21,2020-04-21 08:45:00,2020-04-21 12:15:00,2020-04-21 19:20:00,empty,0 days 07:05:00.000000000,7.083333333333333,42.35294117647059
11808390,2020-04-22,2020-04-22 08:47:00,2020-04-22 09:25:00,2020-04-22 19:25:00,empty,0 days 10:00:00.000000000,10.0,30.0
11808390,2020-04-23,2020-04-23 08:49:00,2020-04-23 09:15:00,2020-04-23 18:05:00,some,0 days 08:50:00.000000000,8.833333333333334,22.641509433962263
11808390,2020-04-24,2020-04-24 08:49:00,2020-04-24 08:55:00,2020-04-24 19:25:00,few,0 days 10:30:00.000000000,10.5,25.714285714285715
11808390,2020-04-27,2020-04-27 08:49:00,2020-04-27 08:55:00,2020-04-27 19:00:00,few,0 days 10:05:00.000000000,10.083333333333334,26.77685950413223
11808390,2020-04-28,2020-04-28 08:49:00,2020-04-28 12:00:00,2020-04-28 13:55:00,empty,0 days 01:55:00.000000000,1.9166666666666667,156.52173913043478
11808390,2020-04-29,2020-04-29 08:50:00,2020-04-29 09:00:00,2020-04-29 15:55:00,empty,0 days 06:55:00.000000000,6.916666666666667,43.373493975903614
11808390,2020-05-01,2020-05-01 08:57:00,2020-05-01 13:00:00,2020-05-01 13:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11808390,2020-05-04,2020-05-04 08:55:00,2020-05-04 17:05:00,2020-05-04 19:45:00,few,0 days 02:40:00.000000000,2.6666666666666665,101.25
11808390,2020-05-05,2020-05-05 09:51:00,2020-05-05 10:00:00,2020-05-05 10:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11808390,2020-05-06,2020-05-06 08:45:00,2020-05-06 15:05:00,2020-05-06 15:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11808390,2020-05-07,2020-05-07 08:47:00,2020-05-07 18:20:00,2020-05-07 18:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11808390,2020-05-11,2020-05-11 08:51:00,2020-05-11 09:00:00,2020-05-11 17:55:00,plenty,0 days 08:55:00.000000000,8.916666666666666,11.214953271028039
11809868,2020-04-01,2020-04-01 10:01:00,2020-04-01 14:05:00,2020-04-01 14:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-02,2020-04-02 18:02:00,2020-04-02 18:10:00,2020-04-02 18:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-06,2020-04-04 11:17:00,2020-04-06 00:00:00,2020-04-06 17:25:00,plenty,0 days 17:25:00.000000000,17.416666666666668,5.741626794258373
11809868,2020-04-08,2020-04-08 11:25:00,2020-04-08 11:35:00,2020-04-08 19:15:00,some,0 days 07:40:00.000000000,7.666666666666667,26.08695652173913
11809868,2020-04-09,2020-04-09 12:39:00,2020-04-09 12:45:00,2020-04-09 12:45:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-10,2020-04-10 12:42:00,2020-04-10 12:50:00,2020-04-10 12:50:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-13,2020-04-13 09:28:00,2020-04-13 09:35:00,2020-04-13 14:35:00,plenty,0 days 05:00:00.000000000,5.0,20.0
11809868,2020-04-14,2020-04-14 13:45:00,2020-04-14 13:55:00,2020-04-14 13:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-16,2020-04-16 14:48:00,2020-04-16 14:55:00,2020-04-16 14:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-17,2020-04-17 11:49:00,2020-04-17 11:55:00,2020-04-17 11:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-20,2020-04-20 09:28:00,2020-04-20 09:35:00,2020-04-20 12:50:00,plenty,0 days 03:15:00.000000000,3.25,30.76923076923077
11809868,2020-04-27,2020-04-27 09:27:00,2020-04-27 12:15:00,2020-04-27 12:15:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-28,2020-04-28 15:49:00,2020-04-28 15:55:00,2020-04-28 15:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-04-29,2020-04-29 13:12:00,2020-04-29 13:20:00,2020-04-29 13:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-05-04,2020-05-04 09:27:00,2020-05-04 12:45:00,2020-05-04 12:45:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-05-06,2020-05-06 10:53:00,2020-05-06 12:55:00,2020-05-06 19:45:00,some,0 days 06:50:00.000000000,6.833333333333333,29.26829268292683
11809868,2020-05-07,2020-05-07 12:34:00,2020-05-07 12:40:00,2020-05-07 12:40:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11809868,2020-05-11,2020-05-11 09:12:00,2020-05-11 13:10:00,2020-05-11 17:10:00,some,0 days 04:00:00.000000000,4.0,50.0
11810459,2020-04-01,2020-04-01 09:18:00,2020-04-01 09:25:00,2020-04-01 17:30:00,few,0 days 08:05:00.000000000,8.083333333333334,33.4020618556701
11810459,2020-04-02,2020-04-02 09:19:00,2020-04-02 09:25:00,2020-04-02 15:10:00,few,0 days 05:45:00.000000000,5.75,46.95652173913044
11810459,2020-04-03,2020-04-03 09:14:00,2020-04-03 09:20:00,2020-04-03 19:40:00,empty,0 days 10:20:00.000000000,10.333333333333334,29.032258064516128
11810459,2020-04-06,2020-04-06 09:17:00,2020-04-06 09:25:00,2020-04-06 19:15:00,empty,0 days 09:50:00.000000000,9.833333333333334,30.508474576271183
11810459,2020-04-07,2020-04-07 09:25:00,2020-04-07 09:35:00,2020-04-07 19:15:00,empty,0 days 09:40:00.000000000,9.666666666666666,31.03448275862069
11810459,2020-04-08,2020-04-08 09:19:00,2020-04-08 09:25:00,2020-04-08 19:10:00,empty,0 days 09:45:00.000000000,9.75,30.76923076923077
11810459,2020-04-10,2020-04-10 09:16:00,2020-04-10 09:25:00,2020-04-10 19:35:00,empty,0 days 10:10:00.000000000,10.166666666666666,29.508196721311478
11810459,2020-04-13,2020-04-13 09:22:00,2020-04-13 09:30:00,2020-04-13 19:45:00,empty,0 days 10:15:00.000000000,10.25,29.26829268292683
11810459,2020-04-14,2020-04-14 09:17:00,2020-04-14 09:25:00,2020-04-14 19:45:00,empty,0 days 10:20:00.000000000,10.333333333333334,29.032258064516128
11810459,2020-04-20,2020-04-20 09:16:00,2020-04-20 09:25:00,2020-04-20 18:15:00,empty,0 days 08:50:00.000000000,8.833333333333334,33.96226415094339
11810459,2020-04-21,2020-04-21 09:19:00,2020-04-21 09:25:00,2020-04-21 18:35:00,empty,0 days 09:10:00.000000000,9.166666666666666,32.72727272727273
11810459,2020-04-23,2020-04-23 09:29:00,2020-04-23 09:35:00,2020-04-23 19:40:00,empty,0 days 10:05:00.000000000,10.083333333333334,29.752066115702476
11810459,2020-04-24,2020-04-24 09:15:00,2020-04-24 09:25:00,2020-04-24 19:25:00,empty,0 days 10:00:00.000000000,10.0,30.0
11810459,2020-04-27,2020-04-27 09:18:00,2020-04-27 09:25:00,2020-04-27 18:50:00,few,0 days 09:25:00.000000000,9.416666666666666,28.672566371681416
11810459,2020-04-28,2020-04-28 09:21:00,2020-04-28 09:30:00,2020-04-28 18:30:00,empty,0 days 09:00:00.000000000,9.0,33.333333333333336
11810459,2020-04-29,2020-04-29 09:18:00,2020-04-29 09:25:00,2020-04-29 19:35:00,empty,0 days 10:10:00.000000000,10.166666666666666,29.508196721311478
11810459,2020-05-01,2020-05-01 09:12:00,2020-05-01 09:20:00,2020-05-01 18:05:00,empty,0 days 08:45:00.000000000,8.75,34.285714285714285
11810459,2020-05-04,2020-05-04 09:19:00,2020-05-04 09:25:00,2020-05-04 18:15:00,empty,0 days 08:50:00.000000000,8.833333333333334,33.96226415094339
11810459,2020-05-06,2020-05-06 09:30:00,2020-05-06 09:40:00,2020-05-06 19:10:00,empty,0 days 09:30:00.000000000,9.5,31.57894736842105
11810459,2020-05-07,2020-05-07 09:19:00,2020-05-07 09:25:00,2020-05-07 19:15:00,empty,0 days 09:50:00.000000000,9.833333333333334,30.508474576271183
11810459,2020-05-08,2020-05-08 09:17:00,2020-05-08 09:25:00,2020-05-08 19:30:00,empty,0 days 10:05:00.000000000,10.083333333333334,29.752066115702476
11810459,2020-05-11,2020-05-11 09:36:00,2020-05-11 09:45:00,2020-05-11 21:15:00,empty,0 days 11:30:00.000000000,11.5,26.08695652173913
11822821,2020-04-01,2020-04-01 08:43:00,2020-04-01 08:50:00,2020-04-01 17:05:00,few,0 days 08:15:00.000000000,8.25,32.72727272727273
11822821,2020-04-02,2020-04-02 08:45:00,2020-04-02 08:55:00,2020-04-02 19:15:00,few,0 days 10:20:00.000000000,10.333333333333334,26.129032258064516
11822821,2020-04-03,2020-04-03 08:45:00,2020-04-03 08:55:00,2020-04-03 20:00:00,few,0 days 11:05:00.000000000,11.083333333333334,24.360902255639097
11822821,2020-04-06,2020-04-06 08:44:00,2020-04-06 08:50:00,2020-04-06 19:50:00,empty,0 days 11:00:00.000000000,11.0,27.272727272727273
11822821,2020-04-07,2020-04-07 08:51:00,2020-04-07 09:00:00,2020-04-07 19:00:00,some,0 days 10:00:00.000000000,10.0,20.0
11822821,2020-04-08,2020-04-08 08:43:00,2020-04-08 08:50:00,2020-04-08 08:50:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11822821,2020-04-10,2020-04-10 08:45:00,2020-04-10 08:55:00,2020-04-10 08:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11822821,2020-04-13,2020-04-13 08:46:00,2020-04-13 08:55:00,2020-04-13 08:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
